3,15374.015446546475
4,15224.794114736766
6,15118.355293873534
7,18547.948770354633
8,19421.911700313252
9,19891.876455673875
10,17731.37482582512
12,21054.613135622345
15,18037.924582653864
19,16705.081499398086
25,17706.179038800237
29,17176.028386862683
32,15948.128649350341
35,15329.96676677262
40,15567.661861200362
45,15934.513912990105
46,17133.542029622826
50,17367.743102128745
51,16243.252549456294
61,15144.349842885187
68,15335.168141980805
69,18543.83243857733
72,15383.91272438847
74,14809.199067217818
75,17336.04610153173
80,15465.455748129141
82,16184.189439058746
83,15183.23093905732
90,18978.176995266454
96,18973.28806707997
103,16883.657876778776
108,17505.50834211065
111,25861.164413407303
113,25843.49624671209
121,22704.98209534583
122,16081.667601264146
125,18455.073294756527
141,18057.201598672866
145,16946.266987509356
147,16911.571321089676
155,17858.93340579165
157,17595.596904179285
159,17912.81448244522
162,19249.171571565585
172,17837.22678757993
175,19632.00831433306
178,19868.091704481903
181,21909.810706345972
182,19494.234753463432
183,20538.67846725199
184,21150.862944030632
187,20412.96382304222
191,10216.807742194937
192,10549.872171431603
194,11421.357416066878
197,11312.763675387223
199,12086.49304579822
201,12321.730803444465
204,11747.006335708867
208,11444.74463734013
210,11499.916231471465
213,12503.616482187128
218,12237.645901096432
219,11081.494662264302
220,11094.756355183657
221,12347.818093326074
222,11104.630504931165
224,12042.704861961918
232,11596.944336377028
235,12002.303873743784
240,12481.222678327396
241,11917.817372686994
244,11969.879909382948
245,13362.769484313956
246,12320.122609428252
247,12674.527618343303
248,12467.659295313593
252,12687.142367067958
259,12332.169354778993
260,11404.105122331479
262,11409.208137634829
267,12472.226823784076
268,12516.453073047394
271,12108.214417301822
273,11968.122306270676
275,12129.579917327306
282,12746.410728996581
283,12921.918602320418
294,11788.954233290533
299,13022.641540999126
303,12435.3104848646
305,12269.449874516362
307,12359.601730238037
311,12707.776462109197
314,11373.969272698005
315,12188.158210561987
324,12681.019259074392
326,12385.987067214955
328,11476.13185687976
331,12304.197564501801
339,12808.110246085202
341,12943.365475605106
342,12378.325294715336
356,16094.644328430531
361,13458.302737575568
363,12575.375930171356
368,12582.184302433016
374,13628.743454094087
376,13332.971302286887
378,13140.78867441044
381,9246.000959462848
394,10044.000540442312
395,9341.329501884866
400,10422.72098665605
402,10366.863632335071
403,9813.41624603861
405,10255.746631846538
406,10165.52440132365
408,10826.789545679703
411,10730.774155327274
412,10586.499287326551
415,10990.40856276482
422,9629.190904317671
424,9756.754368776828
425,10989.93438981938
426,10220.739818371396
427,10146.67327641579
428,9987.587838522917
432,11110.514558151473
433,10842.213421497416
436,10613.337856956035
437,10418.54032489666
438,10658.84939768511
440,9996.682380214686
441,9749.83490763067
446,10957.96499841562
448,10317.200500450568
449,10965.976171585366
453,10069.897122771805
459,10282.227472175804
460,10631.488952132957
461,10337.382906615296
462,10646.331702179385
469,10148.836216929101
470,11169.768863743626
472,10790.119236738263
473,10878.866702005687
474,10196.556902320099
480,10714.298835042091
482,10803.954062740557
486,10846.62706490358
500,11315.831359966587
502,9943.996287876611
509,11247.627924271068
511,10684.920453304283
516,10325.191083338486
518,10802.625058331649
530,10393.663615090181
531,11027.075994150982
533,10497.91157251103
535,11555.989503981911
543,10531.154031292896
547,11238.68676947911
551,11082.528277819389
552,11448.66982889946
554,11049.692577045982
560,11584.513583465641
561,10920.252050902205
566,10601.277910420786
568,10632.089031479418
572,11054.380854247665
579,11476.462886999787
580,12017.561572102957
582,11431.173538850373
583,12081.461538211372
591,11968.168194987817
595,11165.292247594678
598,11509.020133346201
602,11635.00532671715
605,14749.507155112791
